,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-L,Avg-Rating
527,0345427637,The Angel of Darkness,Caleb Carr,1998,Ballantine Books,http://images.amazon.com/images/P/0345427637.01.LZZZZZZZ.jpg,7.3
528,0671042572,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket,http://images.amazon.com/images/P/0671042572.01.LZZZZZZZ.jpg,7.5
529,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books,http://images.amazon.com/images/P/0449221512.01.LZZZZZZZ.jpg,7.6
530,1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031362.01.LZZZZZZZ.jpg,8.4
531,0449223612,N Is for Noose,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449223612.01.LZZZZZZZ.jpg,7.5
532,0440998050,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,http://images.amazon.com/images/P/0440998050.01.LZZZZZZZ.jpg,8.6
533,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg,7.4
534,034543479X,A Widow for One Year,JOHN IRVING,2001,Fawcett,http://images.amazon.com/images/P/034543479X.01.LZZZZZZZ.jpg,7.8
535,0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,http://images.amazon.com/images/P/0439139600.01.LZZZZZZZ.jpg,9.1
536,0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group,http://images.amazon.com/images/P/0399146253.01.LZZZZZZZ.jpg,7.5
537,0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam,http://images.amazon.com/images/P/0553279378.01.LZZZZZZZ.jpg,8.1
538,0425083837,The Hunt for Red October,Tom Clancy,1985,Berkley Publishing Group,http://images.amazon.com/images/P/0425083837.01.LZZZZZZZ.jpg,8.3
539,0553292722,Still Waters,TAMI HOAG,1992,Bantam,http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg,6.9
540,0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983867.01.LZZZZZZZ.jpg,8.3
541,1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK),http://images.amazon.com/images/P/1400031346.01.LZZZZZZZ.jpg,8.2
542,0316781142,The Last Time They Met : A Novel,Anita Shreve,2001,"Little, Brown",http://images.amazon.com/images/P/0316781142.01.LZZZZZZZ.jpg,6.9
543,0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425147584.01.LZZZZZZZ.jpg,7.0
544,0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996,Penguin USA,http://images.amazon.com/images/P/0670865796.01.LZZZZZZZ.jpg,7.3
545,0425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg,7.9
546,031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg,6.6
547,0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books,http://images.amazon.com/images/P/0345435168.01.LZZZZZZZ.jpg,7.2
548,0380730847,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,2002,Avon,http://images.amazon.com/images/P/0380730847.01.LZZZZZZZ.jpg,7.5
549,0440221595,The Glass Lake,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg,8.0
550,0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg,7.4
551,0316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg,6.8
552,014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,http://images.amazon.com/images/P/014029628X.01.LZZZZZZZ.jpg,7.9
553,0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest,http://images.amazon.com/images/P/0064472272.01.LZZZZZZZ.jpg,7.9
554,0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515121843.01.LZZZZZZZ.jpg,7.9
555,0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147195.01.LZZZZZZZ.jpg,7.7
556,0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg,7.2
557,0743436210,Hearts in Atlantis,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg,7.5
558,0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books,http://images.amazon.com/images/P/0804105820.01.LZZZZZZZ.jpg,8.1
559,0446604844,Total Control,David Baldacci,1997,Warner Books,http://images.amazon.com/images/P/0446604844.01.LZZZZZZZ.jpg,7.2
560,0553582526,Dust to Dust,TAMI HOAG,2002,Bantam,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg,7.3
561,0141000198,Bridget Jones's Diary,Helen Fielding,2001,Penguin Putnam,http://images.amazon.com/images/P/0141000198.01.LZZZZZZZ.jpg,7.6
562,0671727796,The Color Purple,Alice Walker,1990,Pocket,http://images.amazon.com/images/P/0671727796.01.LZZZZZZZ.jpg,8.6
563,0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218036.01.LZZZZZZZ.jpg,7.3
564,0553572326,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,http://images.amazon.com/images/P/0553572326.01.LZZZZZZZ.jpg,7.8
565,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425172546.01.LZZZZZZZ.jpg,6.8
566,0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993,Penguin Books,http://images.amazon.com/images/P/0140177396.01.LZZZZZZZ.jpg,8.3
567,0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg,7.8
568,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg,8.3
569,0451176464,Gerald's Game,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg,7.4
570,0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket,http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg,7.4
571,0451186362,Rose Madder,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451186362.01.LZZZZZZZ.jpg,7.6
572,0446607657,When the Wind Blows,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg,7.5
573,0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345354613.01.LZZZZZZZ.jpg,7.7
574,0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg,7.6
575,0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg,6.9
576,0380820293,Last Chance Saloon,Marian Keyes,2002,Avon,http://images.amazon.com/images/P/0380820293.01.LZZZZZZZ.jpg,7.8
577,0553580930,A Man in Full,Tom Wolfe,1999,Bantam,http://images.amazon.com/images/P/0553580930.01.LZZZZZZZ.jpg,7.2
578,0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg,8.1
579,0446611778,Last Man Standing,David Baldacci,2002,Warner Vision,http://images.amazon.com/images/P/0446611778.01.LZZZZZZZ.jpg,7.3
580,014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books,http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg,7.5
581,0375506039,Open House,Elizabeth Berg,2000,Random House Trade,http://images.amazon.com/images/P/0375506039.01.LZZZZZZZ.jpg,7.3
582,0316788228,The Pilot's Wife,Anita Shreve,2001,"Little, Brown",http://images.amazon.com/images/P/0316788228.01.LZZZZZZZ.jpg,7.9
583,0441172717,Dune (Remembering Tomorrow),Frank Herbert,1996,ACE Charter,http://images.amazon.com/images/P/0441172717.01.LZZZZZZZ.jpg,9.0
584,0345441036,Black House,Stephen King,2002,Ballantine Books,http://images.amazon.com/images/P/0345441036.01.LZZZZZZZ.jpg,7.9
585,0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam,http://images.amazon.com/images/P/0553571885.01.LZZZZZZZ.jpg,7.9
586,0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam,http://images.amazon.com/images/P/0553576801.01.LZZZZZZZ.jpg,7.3
587,0553578022,The Face of Deception,Iris Johansen,1999,Bantam Books,http://images.amazon.com/images/P/0553578022.01.LZZZZZZZ.jpg,8.0
588,0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books,http://images.amazon.com/images/P/0449219364.01.LZZZZZZZ.jpg,8.0
589,0743227441,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone,http://images.amazon.com/images/P/0743227441.01.LZZZZZZZ.jpg,8.4
590,0553275976,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books,http://images.amazon.com/images/P/0553275976.01.LZZZZZZZ.jpg,7.2
591,0140092323,Lake Wobegon days,Garrison Keillor,1986,Penguin Books,http://images.amazon.com/images/P/0140092323.01.LZZZZZZZ.jpg,7.3
592,0553582127,The Search,Iris Johansen,2001,Bantam Books,http://images.amazon.com/images/P/0553582127.01.LZZZZZZZ.jpg,7.6
593,0425192733,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),Patricia Cornwell,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192733.01.LZZZZZZZ.jpg,6.1
594,0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002,Broadway Books,http://images.amazon.com/images/P/0767915054.01.LZZZZZZZ.jpg,6.6
595,0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books,http://images.amazon.com/images/P/0452284449.01.LZZZZZZZ.jpg,7.8
596,0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever,http://images.amazon.com/images/P/0446610542.01.LZZZZZZZ.jpg,7.3
597,0425132951,The House of Thunder,Dean R. Koontz,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425132951.01.LZZZZZZZ.jpg,7.1
598,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book,http://images.amazon.com/images/P/0451188454.01.LZZZZZZZ.jpg,8.2
599,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books,http://images.amazon.com/images/P/0345413881.01.LZZZZZZZ.jpg,7.6
600,0451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book,http://images.amazon.com/images/P/0451163966.01.LZZZZZZZ.jpg,8.5
601,0451170385,Four Past Midnight,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451170385.01.LZZZZZZZ.jpg,7.6
602,006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,http://images.amazon.com/images/P/006016848X.01.LZZZZZZZ.jpg,6.9
603,0440212561,Outlander,DIANA GABALDON,1992,Dell,http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg,8.6
604,0515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books,http://images.amazon.com/images/P/0515133302.01.LZZZZZZZ.jpg,6.8
605,0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,7.7
606,042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/042510107X.01.LZZZZZZZ.jpg,7.5
607,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic,http://images.amazon.com/images/P/043936213X.01.LZZZZZZZ.jpg,9.1
608,0312966806,Tell Me Lies (Tell Me Lies),Jennifer Crusie,1999,St. Martin's Press,http://images.amazon.com/images/P/0312966806.01.LZZZZZZZ.jpg,7.5
609,0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial,http://images.amazon.com/images/P/0688177859.01.LZZZZZZZ.jpg,7.7
610,0553573136,Couplehood,PAUL REISER,1995,Bantam,http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg,8.0
611,0451204530,Code to Zero,Ken Follett,2001,Signet Book,http://images.amazon.com/images/P/0451204530.01.LZZZZZZZ.jpg,7.1
612,0446603716,Hide &amp; Seek,James Patterson,1996,Warner Books,http://images.amazon.com/images/P/0446603716.01.LZZZZZZZ.jpg,7.6
613,0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,http://images.amazon.com/images/P/0743460529.01.LZZZZZZZ.jpg,7.7
614,0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin,http://images.amazon.com/images/P/0373825013.01.LZZZZZZZ.jpg,6.8
615,0671880314,Schindler's List,Thomas Keneally,1993,Touchstone,http://images.amazon.com/images/P/0671880314.01.LZZZZZZZ.jpg,8.3
616,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/038550120X.01.LZZZZZZZ.jpg,7.4
617,0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday,http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg,7.7
618,0373218397,Summer Pleasures,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373218397.01.LZZZZZZZ.jpg,7.2
619,0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703063.01.LZZZZZZZ.jpg,7.1
620,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,2002,Broadway,http://images.amazon.com/images/P/076790592X.01.LZZZZZZZ.jpg,8.6
621,0446360589,The Burden of Proof,Scott Turow,1991,Warner Books,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg,7.1
622,0553580221,False Memory,Dean R. Koontz,2000,Bantam Books,http://images.amazon.com/images/P/0553580221.01.LZZZZZZZ.jpg,7.8
623,0345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books,http://images.amazon.com/images/P/0345368754.01.LZZZZZZZ.jpg,7.7
624,0446603929,See How They Run,James Patterson,1997,Warner Books,http://images.amazon.com/images/P/0446603929.01.LZZZZZZZ.jpg,6.7
625,0451169522,Misery,Stephen King,2004,Penguin USA (Paper),http://images.amazon.com/images/P/0451169522.01.LZZZZZZZ.jpg,8.1
626,0140179836,The Liar's Club: A Memoir,Mary Karr,1998,Penguin USA (Paper),http://images.amazon.com/images/P/0140179836.01.LZZZZZZZ.jpg,8.0
627,044022103X,One True Thing,Anna Quindlen,1995,Dell,http://images.amazon.com/images/P/044022103X.01.LZZZZZZZ.jpg,7.6
628,0553581554,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books,http://images.amazon.com/images/P/0553581554.01.LZZZZZZZ.jpg,7.5
629,0451180232,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451180232.01.LZZZZZZZ.jpg,8.0
630,0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425107469.01.LZZZZZZZ.jpg,8.1
631,0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam,http://images.amazon.com/images/P/0553580191.01.LZZZZZZZ.jpg,7.8
632,0451172817,Needful Things,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451172817.01.LZZZZZZZ.jpg,7.9
633,0743211375,From a Buick 8 : A Novel,Stephen King,2002,Scribner,http://images.amazon.com/images/P/0743211375.01.LZZZZZZZ.jpg,7.3
634,080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg,7.6
635,140003065X,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA,http://images.amazon.com/images/P/140003065X.01.LZZZZZZZ.jpg,8.1
636,0671011367,Deja Dead,Kathy Reichs,1998,Pocket,http://images.amazon.com/images/P/0671011367.01.LZZZZZZZ.jpg,7.2
637,0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg,7.8
638,0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press,http://images.amazon.com/images/P/0743418204.01.LZZZZZZZ.jpg,7.7
639,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,http://images.amazon.com/images/P/0060391626.01.LZZZZZZZ.jpg,8.4
640,0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone,http://images.amazon.com/images/P/0743203631.01.LZZZZZZZ.jpg,7.5
641,080411109X,The Hundred Secret Senses,Amy Tan,1996,Ivy Books,http://images.amazon.com/images/P/080411109X.01.LZZZZZZZ.jpg,7.9
642,0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg,7.7
643,0446608815,Pop Goes the Weasel,James Patterson,2000,Warner Vision,http://images.amazon.com/images/P/0446608815.01.LZZZZZZZ.jpg,7.4
644,0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg,7.9
645,0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books,http://images.amazon.com/images/P/0670880728.01.LZZZZZZZ.jpg,7.6
646,0345422317,The Genesis Code,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg,7.8
647,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books,http://images.amazon.com/images/P/0446520802.01.LZZZZZZZ.jpg,7.8
648,0515130966,Riptide,Catherine Coulter,2001,Jove Books,http://images.amazon.com/images/P/0515130966.01.LZZZZZZZ.jpg,7.0
649,0425092917,The Accidental Tourist,Anne Tyler,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425092917.01.LZZZZZZZ.jpg,7.6
650,0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,http://images.amazon.com/images/P/0451160525.01.LZZZZZZZ.jpg,8.1
651,1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,http://images.amazon.com/images/P/1558745157.01.LZZZZZZZ.jpg,8.2
652,0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books,http://images.amazon.com/images/P/0446675059.01.LZZZZZZZ.jpg,8.0
653,0316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316781010.01.LZZZZZZZ.jpg,7.8
654,0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163407.01.LZZZZZZZ.jpg,7.8
655,0425136981,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425136981.01.LZZZZZZZ.jpg,7.2
656,0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books,http://images.amazon.com/images/P/0804115761.01.LZZZZZZZ.jpg,6.6
657,0671867091,Remember Me,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867091.01.LZZZZZZZ.jpg,7.9
658,0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147517.01.LZZZZZZZ.jpg,7.5
659,0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/0345386108.01.LZZZZZZZ.jpg,6.9
660,0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book,http://images.amazon.com/images/P/0451203771.01.LZZZZZZZ.jpg,7.6
661,0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,http://images.amazon.com/images/P/0786867647.01.LZZZZZZZ.jpg,8.2
662,0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515133973.01.LZZZZZZZ.jpg,7.8
663,0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,http://images.amazon.com/images/P/0345445848.01.LZZZZZZZ.jpg,7.4
664,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books,http://images.amazon.com/images/P/0670894184.01.LZZZZZZZ.jpg,7.2
665,038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,http://images.amazon.com/images/P/038542017X.01.LZZZZZZZ.jpg,7.9
666,0553574574,Beach Music,Pat Conroy,1996,Bantam Books,http://images.amazon.com/images/P/0553574574.01.LZZZZZZZ.jpg,7.6
667,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,http://images.amazon.com/images/P/0061097101.01.LZZZZZZZ.jpg,7.5
668,0425155404,Invasion,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425155404.01.LZZZZZZZ.jpg,6.9
669,0399149155,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399149155.01.LZZZZZZZ.jpg,7.9
670,0449910237,Moo,Jane Smiley,1996,Ballantine Books,http://images.amazon.com/images/P/0449910237.01.LZZZZZZZ.jpg,7.2
671,0425150143,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425150143.01.LZZZZZZZ.jpg,6.4
672,0446609404,Cradle and All,James Patterson,2001,Warner Vision,http://images.amazon.com/images/P/0446609404.01.LZZZZZZZ.jpg,7.5
673,0449203794,Space,James A. Michener,1988,Fawcett Books,http://images.amazon.com/images/P/0449203794.01.LZZZZZZZ.jpg,7.8
674,0385503954,Atonement: A Novel,Ian McEwan,2002,Nan A. Talese,http://images.amazon.com/images/P/0385503954.01.LZZZZZZZ.jpg,7.9
675,0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers,http://images.amazon.com/images/P/0842329242.01.LZZZZZZZ.jpg,8.3
676,0679731725,The Remains of the Day (Vintage International),Kazuo Ishiguro,1993,Vintage Books USA,http://images.amazon.com/images/P/0679731725.01.LZZZZZZZ.jpg,7.8
677,0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press,http://images.amazon.com/images/P/0312265859.01.LZZZZZZZ.jpg,8.3
678,0425151867,Acceptable Risk,Robin Cook,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425151867.01.LZZZZZZZ.jpg,7.1
679,0312982518,The Sigma Protocol,Robert Ludlum,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312982518.01.LZZZZZZZ.jpg,7.3
680,0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,http://images.amazon.com/images/P/0553250426.01.LZZZZZZZ.jpg,8.2
681,0446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books,http://images.amazon.com/images/P/0446363251.01.LZZZZZZZ.jpg,7.0
682,0440223202,Evening Class,Maeve Binchy,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440223202.01.LZZZZZZZ.jpg,8.4
683,0140042598,On the Road,Jack Kerouac,1991,Penguin Books,http://images.amazon.com/images/P/0140042598.01.LZZZZZZZ.jpg,8.3
684,0446364800,The General's Daughter,Nelson DeMille,1993,Warner Books,http://images.amazon.com/images/P/0446364800.01.LZZZZZZZ.jpg,7.8
685,014100018X,Chocolat,Joanne Harris,2000,Penguin Books,http://images.amazon.com/images/P/014100018X.01.LZZZZZZZ.jpg,7.9
686,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg,7.6
687,0440213290,The Copper Beech,Maeve Binchy,1993,Dell,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg,7.6
688,0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg,7.9
689,0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg,8.5
690,051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg,8.1
691,0671693816,Wifey,Judy Blume,1989,Pocket,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg,6.7
692,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg,8.9
693,0452282195,The Bluest Eye,Toni Morrison,2000,Plume Books,http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg,7.4
694,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade,http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg,8.1
695,0515122734,Sanctuary,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515122734.01.LZZZZZZZ.jpg,8.4
696,0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers,http://images.amazon.com/images/P/0842329250.01.LZZZZZZZ.jpg,8.6
697,0385720955,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720955.01.LZZZZZZZ.jpg,7.5
698,0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown",http://images.amazon.com/images/P/0316777722.01.LZZZZZZZ.jpg,7.9
699,0679744398,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage,http://images.amazon.com/images/P/0679744398.01.LZZZZZZZ.jpg,7.5
700,0446611085,Suzanne's Diary for Nicholas,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446611085.01.LZZZZZZZ.jpg,7.7
